Vowel,Word,Speaker,Number,Episode,Turn,Text,Text_Subset,Text_Caption,Start,End
ɪ,bit,Gretchen,3,81,22,"This is very good and coincidental timing. If you've listened to previous episodes of Lingthusiasm, you might've heard us talk about WALS, which is the World Atlas of Linguistic Structures, which does these cool diagrams of where various linguistic features are found. Grambank is sort of like the new WALS. Let's talk a little bit about -- do you know the history of how these two sites came to be?",ALS. Let's talk a little bit about -- do you know ,let's talk a little bit about do you,281699.0,283198.0
ɪ,bit,Gretchen,4,81,82,I feel like that one sounds a bit British to me also. But 'Is the horse an animal?',l like that one sounds a bit British to me also. B,that one sounds a bit British to me also,1098000.0,1099678.0
ɪ,bit,Gretchen,5,81,102,"Yeah. They mean the same thing. There's just, for a word like 'eat,' you use 'have,' but for a word like 'arrive' or 'come' or 'descend,' you use 'be.' It's our old friends 'have' and 'be,' but in this case, it's like some verbs get 'have' and some verbs get 'be.' This is actually something that existed historically in English and still exists a little bit in German where you can kind of say in English, 'I have come' or 'I am arrived.'",nd still exists a little bit in German where you c,still exists in a little bit in German,1373700.0,1375879.0
ɪ,bit,Lauren,1,18,87,"Fair enough! Because sometimes, like, translating across time -- you know, we talk about translating between cultures and what I think is, dare I say, a bit of fetishisation of, like, Scandinavian and Japanese social life that we overextend, one way of kind of borrowing their words that translate interestingly. And we forget that translating from older texts, like translating from Shakespeare, or going back further to something like Beowulf, there's actually a lot that's not easily translated between those."," think is, dare I say, a bit of fetishisation of, ","think is, dare I say, a bit of fetishisation of,",901370.0,904289.0
ɪ,bit,Lauren,2,2,36,"As an English native speaker, growing up with the language that doesn't have any kind of politeness distinction like that, and growing up in Australia which is kind of stereotypically famous for its lack of formal register - even though that's not entirely true. This distinction in formality really made me - and you hear this a lot from English speakers when they learn languages with these pronoun difference distinctions - it really stresses them out as to which one is appropriate. I started learning Nepali which has, not only two, it had three different politeness distinctions. So it has the formal polite pronoun and then it has the like one that you can use with people who you're close to, and then it has one that is for children and dogs. So my Nepali teacher just didn't even teach me that last one - she was like 'as a foreigner there is no social situation in which that one is going to be appropriately useful for you' and so trying to navigate when which one is appropriate it can be, it can feel a bit stressful.","it can be, it can feel a bit stressful.","it can be, it can feel a bit stressful.",584839.0,586519.0
ɪ,bit,Lauren,3,79,95,That's falling with a bit of a rise at the end.,That's falling with a bit of a rise at the end.,L: That's falling with a bit of a rise at the end.,916500.0,918959.0
ɪ,bit,Lauren,4,82,148,"Also, a bit weird.","Also, a bit weird.","L: Also, a bit weird.",2298510.0,2301239.0
ɪ,bit,Lauren,5,64,43,"And even if you're great at reading them, they can still prove challenging. I remember talking to some amazing phoneticians, and they were talking about the time they had a spectrogram that had a sentence that included the word 'sunglasses.' They could not figure out this word in the spectrogram because it turns out the person saying it -- and a lot of people -- when they say the word 'sunglasses,' that /gl/ in the middle becomes a bit like /klɑsəz/. It's a bit breathy-er. That changes how it looks in the spectrogram.", in the middle becomes a bit like /klɑsəz/. It's a,in the middle becomes a bit like /klɑsəz/.,841780.0,843698.0
ɪ,finish,Gretchen,1,46,159,It's very abrupt. One of the suggestions for what you said when you finished your phone conversation was just 'That is all.',r what you said when you finished your phone conve,for what you said when you finished your phone conversation was just 'That is all.',1834190.0,1837298.0
ɪ,finish,Gretchen,2,39,18,"Sometimes, deliberately not doing that and saying, 'I know you have a thing to say, but let me finish this.' You can not let people have the floor as well.","thing to say, but let me finish this.' You can not","say, but let me finish this.' You can not let people have the floor as well.",442560.0,447638.0
ɪ,finish,Gretchen,3,39,36,"For me, if I'm excited about what someone's saying, I wanna be anticipating what they're going to say and -- not finishing their sentences in a, like, trying to cut them off sort of way, but in a like, 'I'm showing that I'm following you so closely that I can anticipate what you wanna say because of how much I'm paying attention right now.'", going to say and -- not finishing their sentences,"saying, I wanna be anticipating what they're going to say and -- not finishing their sentences",804170.0,808559.0
ɪ,finish,Gretchen,4,39,24,"One that I found really interesting is the use of eye gaze in this because if you think about the simple notion of eye gaze, you might assume like, 'Oh, people are talking to each other. They must be looking at each other.' But in actual fact, what often happens is that the person who's listening is more likely to gaze at the person who's talking, but the person who's talking is more likely to gaze away. Then, the talker can use that return of the eye gaze to the listener or to the groups of listeners to signal that they're finished with their turn.",s to signal that they're finished with their turn.,"L: I'm Lauren Gawne. Today, we're getting enthusiastic about analysing conversation.",22410.0,27289.0
ɪ,finish,Gretchen,5,19,162,I thought you were gonna say you finished yours five years ago and people still ask you that question.,t you were gonna say you finished yours five years,"to whatever theoretical framework you're interested in, whether that's syntax trees,",40960.0,45549.0
ɪ,finish,Lauren,1,65,133,"This was a delightfully philosophical ending to our discussion about copulas. Since we started with inspirational quotes, should we maybe finish with some inspirational quotes and change some to be able copulas?"," quotes, should we maybe finish with some inspirat","with inspirational quotes, should we maybe finish with some inspirational quotes and",2113440.0,2119439.0
ɪ,finish,Lauren,2,58,126,"We are big fans of printing as a technology. We haven't got a lot of happy things to say about it in this episode, but I don't wanna drive that point home too hard. While we are talking about ghosts, shall we finish our tour on H -- /h/?","g about ghosts, shall we finish our tour on H -- /","point home too hard. While we are talking about ghosts, shall we finish our tour on H -- /h/?",1828720.0,1836662.0
ɪ,finish,Lauren,3,48,58,And you finished your PhD around 12 months ago?,And you finished your PhD around ,have done that. L: And you finished your PhD around 12 months,1788930.0,1793319.0
ɪ,finish,Lauren,4,48,62,"Who you are and what your identity is, high school is a very emotional time to be prodded on those things even in the best of circumstances. Having someone affirm just how cool MLE is, I'm sure, was really great. You have had a, do we say, a lateral move since finishing your dissertation into, still a research career, but a very different pace of research.","ay, a lateral move since finishing your dissertati","You have had a, do we say, a lateral move since finishing your dissertation into, still",1880780.0,1888928.0
ɪ,finish,Lauren,5,19,161,"Ahh, I finished mine, like, five years ago and I still get an automatic twinge just hearing you ask that question. But yeah, there were times when --","Ahh, I finished mine, like, five","well these days!' L: Ahh, I finished mine, like, five years",1148960.0,1151899.0
ɪ,pin,Gretchen,1,72,20,"I also think it's because lawyers have this very pedantic approach to language and looking at every single comma and potential for ambiguity. Because in realistic language we tolerate a lot of ambiguity, and we figure it out from context. But the whole thing with laws and trying to get it exactly on your side is not really allowing space for context and trying to pin everything down really precisely.",or context and trying to pin everything down reall,context and trying to pin everything,228840.0,230158.0
ɪ,pin,Gretchen,2,12,132,"Yeah, so English in the American South has the merger, so people will talk about, like, a sewing 'pin' and a writing 'pin.' And I think New Zealand English also has them merged, right?","k about, like, a sewing 'pin' and a writing 'pin.'","like, a sewing 'pin' and a writing 'pin.'",1369320.0,1371089.0
ɪ,pin,Gretchen,3,5,74,"Yeah you do I mean but maybe she has a different cut off point for for where the colours are, like people disagree about this stuff. And I think that this is one of the things that Kory Stamper noted in the dictionary post is that even when you can pin down a bunch of descriptive terms for colour, some people will disagree about 'is fuchsia redder than magenta or is magenta redder than fuchsia?' something like that.",s that even when you can pin down a bunch of descr,even when you can pin down a bunch of,1624119.0,1626158.0
ɪ,pin,Gretchen,4,77,148,"And then you end up with, also, this linguistic landscape of how people are talking in their homes, at least, when they have a kid around. And you can see which bits there. When you're talking about code switching, you can say, 'Okay, these words are in English. These words are specifically in Hokkien or Mandarin. These words are in Tamil or Malay,' but you also have the Singlish-specific words, the Red-dot words, that are hard to pin down for one particular language."," words, that are hard to pin down for one particul","Singlish-specific words, the Red-dot words, that are hard to pin down for one particular language.",2267220.0,2271479.0
ɪ,pin,Gretchen,5,44,10,"I think 'buttons' is kind of ambiguous because you don't know if that's a kind of button you use that you sew into your clothing or that you pin into your clothing. Maybe I like 'pins'? Anyway, you can get these at lingthusiasm.com/merch along with more sticker designs and other Lingthusiasm merch like scarves with the International Phonetic Alphabet on them and other fun things like that.",our clothing or that you pin into your clothing. M,of button you use that you sew into your clothing or that you pin into your clothing. Maybe,105671.0,109490.0
ɪ,pin,Lauren,1,76,30,"Again, we're trying to use language names as a way to pin things down, but when we actually zoom in, the situation is always a lot more nuanced. Just like we can get distracted sometimes by the fact that people share a name, not all languages that appear to have very similar names are necessarily part of the same family of languages. One that always tricked me up when I started working in Nepal is that we have 'Nepali Bhasa' and 'Nepal Bhasa.'","nguage names as a way to pin things down, but when","L: Again, we're trying to use language names as a way to pin things down,",607080.0,611939.0
ɪ,pin,Lauren,2,76,20,"Sometimes, those opinions are tied up with really interesting or really complicated or really difficult histories. We can't just pin a single label to a group of people that speak a particular language.","Sometimes, those opinions are tied up with ",complicated or really difficult histories. We can't just pin a single label to a group,336720.0,342179.0
ɪ,pin,Lauren,3,52,22,"It's worth saying that '3 to 4' is a bit squishy because it's not entirely clear if cuneiform, which is a very pointy form of writing from Babylonia, somehow inspired the Egyptian system that became what we know as the hieroglyphs or if they just happened around the same time by coincidence are something we may never really fully put together. That's a very contested situation. That's why we can't even pin down the number of times we think it was invented.",That's why we can't even pin down the number of ti,a very contested situation. That's why we can't even pin down the number of times,438790.0,443299.0
ɪ,pin,Lauren,4,12,131,"Uh-huh, yeah. And so many of these mergers and kind of things that are distinct in other varieties are so well-known for particular accents that they are -- like that caught/cot merger, and there's one that's the pin/pen merger where those two vowel sounds merged in some varieties of American English.",d there's one that's the pin/pen merger where thos,"as the caught/cot merger, and there's one that's the pin/pen merger where those two",1355870.0,1361589.0
ɪ,pin,Lauren,5,73,102,"I've definitely talked before about how we actually find it hard to pin down the number of languages that were spoken in Australia before colonisation because so many of those languages were erased by the process of white people coming in and changing the social landscape. There had been really long, long sustained multilingualism and people speaking their own languages in their own communities for so long that there were probably many more languages that weren't even made record of.",actually find it hard to pin down the number of la,L: I've definitely talked before about how we actually find it hard to pin down the number of,1286100.0,1290779.0
ʊ,could,Gretchen,1,31,67,There's a language map we could probably link to?,here's a language map we could probably link to?,G: There's a language map we could probably link to?,713270.0,714909.0
ʊ,could,Gretchen,2,81,116,"Plot twist. They are not. You could look this up. We have looked this up. It's kind of cute. The Wiktionary entry for both 'habeo' and for 'have' are like, 'They're not related, guys. I'm sorry. We promise. Here's all the reasons.'",twist. They are not. You could look this up. We ha,twist they are not you could look this,1541700.0,1544399.0
ʊ,could,Gretchen,3,74,45,"The classic indicator of this rising intonation and this higher pitch at the end is the question mark. If I'm writing down to remind myself, 'Tea? Coffee?', I could put a question mark after each of those. But because of how the question mark indicates that rising intonation, sometimes it's also used to indicate this upwards pitch at the end of the sentence even when the effect of a question isn't intended. And then the inverse when you're asking a question and you mean it sort of rhetorically or ironically, sometimes people, especially in more internet-influenced styles of English, don't write the question at all. That's a drier question or a non-question that has the form of a question because you can often tell it from the order of the words or other things about the wording.","yself, 'Tea? Coffee?', I could put a question mark",tea coffee I could put a question mark,421919.0,424439.0
ʊ,could,Gretchen,4,74,47,"There's about five different ways that some people talk about the form of a question. Exactly. You have this asking for information -- 'What time is it?' 'Do you have a pen?' People often use a question mark there. There's also requesting action. So, saying something like, 'Could you give me that?' That's sort of a polite question. The question has the effect of politeness. Or 'Would you give me a pen?' This is, again, requesting a particular action."," saying something like, 'Could you give me that?' ",something like could you give me that,484319.0,485638.0
ʊ,could,Gretchen,5,74,173,"But people can still tell if a question is being asked because of the informational mismatch between what you think the other person is likely to know. If you assume the person you're speaking to has a younger brother, but you're not sure, you want them to confirm it, you could say something like, 'You have a younger brother,' to which they could reply, 'Yes, I do' or 'No, I don't,' because in context you know that they are a higher authority of whether or not they have a younger brother than you are probably."," them to confirm it, you could say something like,",confirm it you could say something like,1968480.0,1970219.0
ʊ,could,Lauren,1,81,99,It's nice that it uses 'have' as an auxiliary like English does. Big shout out to 'have.' I feel like we could have a whole 'have' episode.,o 'have.' I feel like we could have a whole 'have',I feel like we could have a whole have,1339500.0,1341119.0
ʊ,could,Lauren,2,38,55,"No, I could not hear that.","No, I could not hear that.",the s no I could not hear that it is,631190.0,633799.0
ʊ,could,Lauren,3,37,142,"What? I mean, in that time you could just learn to speak Jahai.","I mean, in that time you could just learn to speak","L: What? I mean, in that time you could just learn to speak Jahai.",1415940.0,1419439.0
ʊ,could,Lauren,4,17,227,"A lot of Australian Indigenous languages have only three vowels, but what that means is that there's a lot more variation in how you can pronounce them. So if you only have an /i/, /a/, and /o/, your /a/ could be, like, anywhere -- it's a much larger house that it's living in in the vowel space. And there's a lot more variation in how people pronounce it. Whereas for a language like English, you've got to fit fourteen vowels into the same space and so you have to make much clearer distinctions between them.",", /a/, and /o/, your /a/ could be, like, anywhere ","only have an /i/, /a/, and /o/, your /a/ could be, like, anywhere",2029350.0,2035518.0
ʊ,could,Lauren,5,13,267,"And I tweet and blog as Superlinguo. To listen to bonus episodes, ask us your linguistics questions, and help keep the show ad-free, go to patreon.com/lingthusiasm, or follow the links from our website. Our current bonus topics include language games, hyper-correction, and how to do linguistic research, and you can help us pick the next topic by becoming a patron. If you can't afford to pledge, that is okay too, especially this month. We also really appreciate it if you could rate us on whatever platform you use or recommend Lingthusiasm to anyone who needs a little more linguistics in their life.",lly appreciate it if you could rate us on whatever,appreciate it if you could rate us on,2567030.0,2568709.0
ʊ,foot,Gretchen,1,30,154,My south foot and my north foot?,My south foot and my north foot?,G: My south foot and my north foot?,1604170.0,1605519.0
ʊ,foot,Gretchen,2,3,50,"Yeah, they rented the books by the foot and they really wanted to rent the blue and cream books that Lisa had.", rented the books by the foot and they really want,"G: Yeah, they rented the books by the foot and they really",670800.0,672809.0
ʊ,foot,Gretchen,3,84,21,"But if you point to something, they can follow that. I feel like I've seen humans try to point at a treat or something that's on the ground for a dog, and the dog is just sitting there looking at your finger being like, 'I don't know what you want from me.' Finally, you tap your foot by the treat, and the dog's like, 'Oh, this, okay.' But you're saying that maybe I should've just trained this dog better.",".' Finally, you tap your foot by the treat, and th","you tap your foot by the treat, and the dog's like, 'Oh, this, okay.' But you're saying that",259620.0,264719.0
ʊ,foot,Gretchen,4,63,71,"Sometimes you can discover new things while you're doing that because you're like, oh, actually there's also this relationship. I've definitely been that person on my phone in the pub pulling up Etymonline being like, ''Fish' -- I bet that's related to 'Pisces' because that's probably the same P-to-F sound change that's in 'pater -- father,' 'foot -- ped.'' Sure enough, Old English 'fish,' Proto-Germanic 'fiskaz,' perhaps from Proto-Indo-European root '*pisk-,' 'a fish.'","s in 'pater -- father,' 'foot -- ped.'' Sure enoug","'pater -- father,' 'foot -- ped.'' Sure enough, Old English 'fish,' Proto-Germanic 'fiskaz,' perhaps",1371280.0,1379279.0
ʊ,foot,Gretchen,5,38,32,"A little bit except that it's changing two vowels for the price of one. In this case, it's a bit more complex as a whole system. This is definitely an oversimplification to say that it works the same way as 'foot/feet,' but the fact that the vowels change is something that's kind of neat. One thing that I found particularly interesting about this system is that it can also apply to words that get borrowed into Arabic. Arabic has the word /fals/, which means 'money,' and the plural of it is /fulu:s/. You take this F-L-S set of consonants and, instead of just having the single A there, you have /u/ and then a long /u:/, okay?","t works the same way as 'foot/feet,' but the fact ",foot feet which is just a modification,1083860.0,1087269.0
ʊ,foot,Lauren,1,84,32,"Absolutely. We talk about pointing with the finger and particularly the index finger as the most common. When we were pointing -- that you couldn't see at the top of the episode -- that might have been the kind of pointing you were thinking of, but it's by no means the only way that pointing happens. There are different ways of pointing that are easier in communication. You mentioned if your hands are full, you might point with your elbow or your foot or a little chin flick. When we're pointing at something that's not a specific thing but maybe like a group of trees or somewhere far away, we might use an open hand rather than the more narrow line of a specific finger.", with your elbow or your foot or a little chin fli,"You mentioned if your hands are full, you might point with your elbow or your foot",396480.0,399719.0
ʊ,foot,Lauren,2,68,87,"As in, like, the foot of an infant?","As in, like, the foot of an infant?","There's this great French word 'le babyfoot.' L: As in, like, the foot of an infant?",926720.0,931839.0
ʊ,foot,Lauren,3,38,93,"I think 'people' and 'person' is a really good reminder as well that even though English would just fall into the WALS category of a language that has plural suffixes with the S suffix, it doesn't mean that it doesn't occasionally use these other things like 'foot/feet,' which is just a modification internal to the word, or 'person' and 'people,' which is the suppletion, or 'sheep' and 'sheep' where there's no change at all.","these other things like 'foot/feet,' which is just",foot feet which is just a modification,1083860.0,1087269.0
ʊ,foot,Lauren,4,38,31,Hmm. It's a little bit like English 'foot' and 'feet.',little bit like English 'foot' and 'feet.',little bit like English foot and fate a,337300.0,339188.0
ʊ,foot,Lauren,5,38,29,Hmm. I'm just gonna observe that there is no S there. The second word definitely means more than one foot.,tely means more than one foot.,definitely means more than one foot it,285110.0,287389.0
ʊ,put,Gretchen,1,37,173,"Hmm, okay. I'll have to put my thinking cap on.","Hmm, okay. I'll have to put my thinking cap on.","G: Hmm, okay. I'll have to put my thinking cap on.",1823620.0,1826119.0
ʊ,put,Gretchen,2,75,58,"I think it's also good to point out that there are different routes and paths and paces to the process of figuring out emotions and how to label them. I recently learned the word 'alexithymia,' which is a condition where you have difficulty connecting with and labelling your emotions. I think it can be validating to know that there are words for even the very process of finding it difficult to put words to your emotions.", finding it difficult to put words to your emotion,of finding it difficult to put words to your emotions.,812940.0,815429.0
ʊ,put,Gretchen,3,82,87,"Yeah, that thing. And the kid on the bike runs into a rock and falls off the bike, and the pears fall all over the place. The kid's okay. But the other kids help him put the pears back in the basket. And he goes off on the bike again except he's -- oh, he's lost his hat, and the kids give his hat back as well. Then Bike Kid goes off into the sunset, and the other kids go off, and they've secretly each got a pear in their pocket that they took as thank you for helping with the basket. Then the farmer comes back down the tree and is like, 'Oh my god! Where did my pears go? Where did the whole basket go?' And the three kids who were helping were like, 'Oh, I dunno.' That's the end of the story.", the other kids help him put the pears back in the,But the other kids help him put the pears back in the basket.,1185080.0,1188049.0
ʊ,put,Gretchen,4,74,45,"The classic indicator of this rising intonation and this higher pitch at the end is the question mark. If I'm writing down to remind myself, 'Tea? Coffee?', I could put a question mark after each of those. But because of how the question mark indicates that rising intonation, sometimes it's also used to indicate this upwards pitch at the end of the sentence even when the effect of a question isn't intended. And then the inverse when you're asking a question and you mean it sort of rhetorically or ironically, sometimes people, especially in more internet-influenced styles of English, don't write the question at all. That's a drier question or a non-question that has the form of a question because you can often tell it from the order of the words or other things about the wording."," 'Tea? Coffee?', I could put a question mark after",tea coffee I could put a question mark,421919.0,424439.0
ʊ,put,Gretchen,5,38,56,"It is completely silent. There is nothing to hear. Most of the time when you say a word in French, you put another word in front of it. Especially for a noun, you're often gonna put an article like 'the' or 'my' or something in front of it. You would say, 'l'ami' -- 'the friend' -- 'les amis' -- 'the friends.' That's 'les,' which is the plural form of 'the,' but it has this S that's silent. Because that silent S is before words that begin with a vowel, you pronounce that S like a /z/.","ay a word in French, you put another word in front",word in French you put another word in,638360.0,640609.0
ʊ,put,Lauren,1,74,100,Which is a possible but not the typical way of asking these questions as well and really just shows that the information doesn't always have to be at the start even though we tend to put it at the start for a question structure.,t even though we tend to put it at the start for a,the start even though we tend to put it,1150620.0,1152058.0
ʊ,put,Lauren,2,54,42,"Those big overviews are often built up from these grammars of different languages. That's where having structures that are easy for people to access in the table of contents becomes really easy because, just as a human writing the grammar, there's another human reading that grammar to put into those databases.", reading that grammar to put into those databases.,there's another human reading that grammar to put into those databases.,698720.0,702799.0
ʊ,put,Lauren,3,9,113,"Okay, I'll do my best thoughts of dogs voice 'my human. is sad again. I can tell. because. he only gave me. one pat. when I. put my head. in his lap'",ave me. one pat. when I. put my head. in his lap',one pat. when I. put my head. in his lap.',1550220.0,1555049.0
ʊ,put,Lauren,4,6,152,Yep I'll put links to those in the show notes,Yep I'll put links to those in the,version L: yep I'll put links to those in the,1805460.0,1807439.0
ʊ,put,Lauren,5,5,57,"Yeah, there's a professional vocabulary distinction to be made there as well. I do remember reading something, and again we're into uncited anec-data here, but I do remember reading something that said professionals can discriminate with more lexical items and words, like technical words, but it doesn't necessarily mean they see more colours than people who don't have these professional words. So you might give people colour chips and one is magenta and one is russet, and people might say well they're both within red. And someone who does fabric work will know that's magenta and that's russet someone who doesn't have to discriminate will be like well this one's rustier and this one's richer red, and so they can still see the difference. It's not like not having the word prevents you. And you know, people who I'm friends with in Nepal who predominantly speak a language that doesn't have a blue-green distinction, they still see the distinction, they still prefer fabric in one colour over another one. So we're not saying anything about it affecting the way people literally see colour. I'm also going to put a link in the show notes to Randall Munroe of XKCD's colour survey from 2010. Results relatively similar to those found by Rich in the seventies except he had a few more data points. He had people labelling colours on their computers, so there's a monitor effect here, but he had almost a quarter of a million users logged on to label five million colours. So a few more data points there. There's more distinction for some colours among people who have identified in the survey as female compared to those who identify as male. It was the same set of focus colours though, so you know everyone agreed that red was red and pink was pink in the brightest shades of those, and everyone agreed that no one can spell 'fuchsia'. So it was a pretty successful study.",olour. I'm also going to put a link in the show no,I'm also going to put a link in the show,1339280.0,1340449.0
ʌ,another,Gretchen,1,3,96,"And it can be quite subtle. One example of something that has been shown for weak versions of linguistic relativity is that if your language says that two particular shades are part of the same colour, you'll tend to treat them similarly whereas if it says that they're part of different colours then you'll treat them differently. So if your language has different words for light blue and dark blue. Which English doesn't, but Russian does and Italian does, you'll tend to treat those two colours as different -- the way English-speakers treat pink and red as different colours. I don't think it means that we're physically incapable of perceiving the difference between different reds, because obviously we do this all the time. It's just that it kind of facilitates our thinking in a particular direction, because we're used to associating one group of things versus another group of things. So the linguistic relativity effects that you get tend to be very small and tend to be in the direction of other types of cultural associations and cultural priming. So there's an analogy that John McWhorter uses, which is if you feel more serious in a tuxedo than you feel in a clown suit, that doesn't mean that the clown suit is affecting your thoughts. It means you have these associations with what wearing a red nose and big shoes and like a multicoloured wig is, that are different from your associations with wearing a tuxedo.",e group of things versus another group of things. ,group of things versus another group of things.,1322190.0,1323749.0
ʌ,another,Gretchen,2,40,53,"This was one of the analogies that I liked in your book, which I enjoyed very much. You Look Like a Thing and I Love You -- the title of this book was named after another neural net, right?","his book was named after another neural net, right","of this book was named after another neural net, right?",810180.0,813799.0
ʌ,another,Gretchen,3,38,38,"I always enjoy it so much when languages take a word from another language and then adapt it to the morphology of their language and say, 'Okay, we figured out how to plural it. We know how to pluralise words like this. We're gonna do this the way that our language does it.'",nguages take a word from another language and then,a word from another language and then,399190.0,400329.0
ʌ,another,Gretchen,4,38,56,"It is completely silent. There is nothing to hear. Most of the time when you say a word in French, you put another word in front of it. Especially for a noun, you're often gonna put an article like 'the' or 'my' or something in front of it. You would say, 'l'ami' -- 'the friend' -- 'les amis' -- 'the friends.' That's 'les,' which is the plural form of 'the,' but it has this S that's silent. Because that silent S is before words that begin with a vowel, you pronounce that S like a /z/."," word in French, you put another word in front of ",word in French you put another word in,638360.0,640609.0
ʌ,another,Gretchen,5,13,198,"Well, and another thing that comes up with Rachel Jeantel was, you know, if she's a Haitian Creole speaker -- so this is something that came up at the Institute. Michel DeGraff is a prof at MIT who does a lot of work with Haitian Creole and trying to legitimize it in the school systems in Haiti as a language that can be used as a medium of instruction so kids can go to school in Haitian Creole, and they can learn stuff in there. Because at the moment, most kids in Haiti go to school in French, and so they're just taught in this language that they don't actually speak, and it's kind of assumed that Haitian Creole is just some, like, bad version of French. So he's putting a lot of stuff into saying, look, you should teach people in the language they actually understand because, surprisingly, they'll learn better!","Well, and another thing that comes ","either. G: Well, and another thing that comes up",1905809.0,1907849.0
ʌ,another,Lauren,1,9,101,"There is also another thing that is not part of the standard canon of constituency tests, but I like it as a way of showing that anyone who uses the internet know instinctively what a constituent is, and that's because when we use hyperlinks and clickable links on the internet we rarely break constituent boundaries with those, we usually have a single constituent or a phrase within a single hyperlink.",There is also another thing that is not,L: there is also another thing that is not,1352000.0,1354939.0
ʌ,another,Lauren,2,81,11,These verbs have their own life as well when they're not hanging out alongside another verb and helping it. 'The horse is eating grass' is the same verb as in 'The horse is an animal.' Here 'is' is doing the work of painting a picture of what's happening. The 'is' is the whole verb by itself. It doesn't have any helpers.,ot hanging out alongside another verb and helping ,hanging out alongside another verb and,146760.0,148679.0
ʌ,another,Lauren,3,81,15,And those verb-y things that are helping another verb are known as 'auxiliary verbs.', things that are helping another verb are known as,things that are helping another verb are,188640.0,190619.0
ʌ,another,Lauren,4,72,199,"I find the best way to do that when I'm constructing languages for fictional worlds is just to bring a degree of absentmindedness to my work. I might just generate the pronoun paradigm twice, and then take the bits I like of both of them, but then randomly forget sometime and use another form so there's one completely irregular one in there.", forget sometime and use another form so there's o,forget sometime and use another form so,2240520.0,2243098.0
ʌ,another,Lauren,5,38,3,"Every year in November we celebrate another year of enthusiastic linguistics podcasting. This year, we are celebrating by asking you to share your favourite fact about linguistics that you've learnt from Lingthusiasm.",in November we celebrate another year of enthusias,November we celebrate another year of,30880.0,33749.0
ʌ,but,Gretchen,1,82,79,"'The Pear Story' is so charming. It's this six-minute film that was produced at the University of California at Berkeley in 1975. It has no language in it. There's sound effects, but no one says anything. You have this story that they showed to a bunch of speakers of languages who are asked to then retell the story from the images.",". There's sound effects, but no one says anything.","There's sound effects, but no one says anything.",1105200.0,1108058.0
ʌ,but,Gretchen,2,22,195,"It's the power, it's not a power. Like, the electricity is out. It's a specific thing, but it's also kind of not.",". It's a specific thing, but it's also kind of not","It's a specific thing, but it's also kind of not.",1340540.0,1342519.0
ʌ,but,Gretchen,3,20,75,"So there's this very similar accent from Ontario, which is kind of in the middle of Canada, all the way towards the west -- although there are differences that are arising now, people are very keen on some of those more local differences, but east of that you have Quebec, which is where I live now, which had been settled by the French much earlier and was, you know, taken over by the British but there were still many French speakers there who were very keen to maintain their French, and you have Eastern Canadian provinces that were settled by the British earlier, before the Loyalists happened, as part of this whole -- you know, they could have become part of New England, almost."," more local differences, but east of that you have","more local differences, but east of that you have",1014610.0,1018559.0
ʌ,but,Gretchen,4,9,56,I don't know if anyone has but it's all good...,don't know if anyone has but it's all good...,don't know if anyone has but it's all good,813000.0,814889.0
ʌ,but,Gretchen,5,44,28,The thing we wanna think about is not just what letters are in them but what sounds are in them.,what letters are in them but what sounds are in th,what letters are in them but what sounds are in them.,231359.0,234128.0
ʌ,but,Lauren,1,74,22,That is true. But it's also good to note that questions can have a variety of different grammatical shapes and different patterns to how we articulate them.,That is true. But it's also good to not,that is true but it's also good to note,165720.0,168719.0
ʌ,but,Lauren,2,12,105,"Across languages, but also language-internal. I mean, different English dialects have different -- especially in the vowels, vowels tend to move around a lot more than consonants do -- but across different English dialects, there are distinctions that can be heard in some varieties that can't be heard in others.","Across languages, but also language-interna","L:Across languages, but also language-internal.",1164010.0,1165679.0
ʌ,but,Lauren,3,3,5,I'll put the link to that in the show notes for those who are in any way interested in the grammar of Tibetan dialects of languages spoken in Nepal. I know many of you are. But it's really really exciting., I know many of you are. But it's really really ex,I know many of you are. But it's really really,52220.0,54409.0
ʌ,but,Lauren,4,82,132,But Stella's doing a lot of work.,But Stella's doing a lot ,L: But Stella's doing a lot of work.,2055020.0,2057829.0
ʌ,but,Lauren,5,76,30,"Again, we're trying to use language names as a way to pin things down, but when we actually zoom in, the situation is always a lot more nuanced. Just like we can get distracted sometimes by the fact that people share a name, not all languages that appear to have very similar names are necessarily part of the same family of languages. One that always tricked me up when I started working in Nepal is that we have 'Nepali Bhasa' and 'Nepal Bhasa.'"," way to pin things down, but when we actually zoom","L: Again, we're trying to use language names as a way to pin things down,",607080.0,611939.0
ʌ,fun,Gretchen,1,12,7,"So I got to talk to Nicole Holliday, who is an awesome linguist, at the Institute this summer, it was a really fun conversation."," summer, it was a really fun conversation.","summer, it was a really fun conversation.",57680.0,59529.0
ʌ,fun,Gretchen,2,66,7,"Lauren, I have a fun fictional story for you. Do you wanna hear it?","Lauren, I have a fun fictional story for y","Lauren, I have a fun fictional story for you.",92960.0,97759.0
ʌ,fun,Gretchen,3,44,10,"I think 'buttons' is kind of ambiguous because you don't know if that's a kind of button you use that you sew into your clothing or that you pin into your clothing. Maybe I like 'pins'? Anyway, you can get these at lingthusiasm.com/merch along with more sticker designs and other Lingthusiasm merch like scarves with the International Phonetic Alphabet on them and other fun things like that.",phabet on them and other fun things like that.,Alphabet on them and other fun things like that.,119010.0,121429.0
