Episode,Turn,Speaker,Text
79,153,Lauren,"So, we're moving who is doing the hating and making it a passive."
79,154,Gretchen,Right. Or 'You hate Acol' -- also yet another tone.
79,155,Lauren,"Changing it from 'I' to 'you,' so changing the subject."
79,156,Gretchen,And then 'Acol is hated.'
79,157,Lauren,"Oh, the present passive as opposed to past passive. I feel really sorry for Acol."
79,158,Gretchen,"Yeah, I dunno who Acol is. I don't know why they keep showing up in these examples sentences and why people hate them so much, but grammatically it's very interesting."
79,159,Lauren,"Indeed. The only thing that's changing is the tone on the verb 'hate,' and that's creating different forms of the verb."
79,160,Gretchen,"It's doing a lot of really interesting grammatical things in terms of changing important parts of the meaning. The use of tone for grammatical purposes, like changing it from 'I do something' to 'This has been done' or changing something from 'I did it' to 'You did it,' this gets lumped in together with tone in general -- the use of tone to distinguish between one word and another word. I think that's just because languages that use tone for grammatical purposes also use it to distinguish between individual words."
79,161,Lauren,There's an incredibly wide range of ways in which especially languages like Dinka can use tone for a whole heap of different grammatical functions and word-changing functions.
79,162,Gretchen,"That brings us to 'Okay, if the majority of the world's spoken languages have tone, and all the world's spoken languages have intonation, what happens when you're trying to do something like, say, ask a question, which often comes with a characteristic intonation, and also your language has individual tones on the individual words?'"
79,163,Lauren,"The answer is: it depends on how the tone system works, and how that comes together with intonation. Let's look at some contrasting examples to simplify it."
79,164,Gretchen,You mean we're not gonna run through every single language in the world and exactly how its tone and intonation systems work together?
79,165,Lauren,"Well, I've only researched one. I'm gonna start with that one."
79,166,Gretchen,"All right. Well, tell us about that one."
79,167,Lauren,"This is one of those 'I kind of messed something up and it turned out to be for the best' stories. We wanted to collect some tone data for Syuba, and so I asked some speakers to read out some word lists. I thought I was trying to be pretty good at preventing them from doing list intonation because that would get in the way of the tones. But for one or two speakers, we really didn't do as good a job. It's very hard when you're recording long lists and it's been long days. We had one or two speakers where there was this really strong list intonation."
79,168,Gretchen,"In English, list intonation would be something like if you're reading 'Apples, bananas, oranges, ice cream, cake,' and each of those words is like, 'There's another word in this list.'"
79,169,Lauren,"Yes. You have this little rise at the end. That's what I was getting in these recordings. But it turned out to be really useful because it showed us that intonation overruled tone in Syuba for speakers. That's not a problem because there are only two tones. Not all words have a contrasting tone pair. Tone is not doing as much heavy work in meaning, and intonation can take over from it."
79,170,Gretchen,"Sometimes, when you have a language with more tones, the tone and intonation interact with each other. Say you're trying to put higher intonation at the end of a sentence for a question. That might just make every tone a little bit higher compared to what it would've been if it wasn't a question. You can still hear that the tones are doing slightly different things."
79,171,Lauren,"You see this with musical pitch as well. How a language is sung, the tone system might -- again, with Syuba, speakers are very happy to just make the words fit into a melody because the melody of the music is more important -- and not that there're many songs about stones and rice, but if you were singing a song, you'd probably know if someone was talking about rice or talking about stones. You don't need the tone to give you that information."
79,172,Gretchen,"Ooo, can I talk about my favourite example of this?"
79,173,Lauren,Sure.
79,174,Gretchen,This is a difference between Mandarin and Cantonese.
79,175,Lauren,Okay.
79,176,Gretchen,"Both of which have tones, but Mandarin has four and Cantonese has six or nine depending on how you count. In Mandarin, it's long been customary in music to not really pay attention to the relationship of tone and meaning, and context is just enough to fill it in."
79,177,Lauren,A bit like Yolmo and Syuba.
79,178,Gretchen,"Yeah, whereas in Cantonese, there's a long history in Cantonese opera, which is carried into Cantonese pop, of matching the tones to the notes."
79,179,Lauren,"Again, that makes complete sense if that's the priority your language has."
79,180,Gretchen,"Right. This is largely relative, at least in pop songs. If the next note in the song is lower in pitch, then you want the word to be lower in tone. Or if it's rising in pitch, you want it to be higher in tone -- the next word -- and just sort of continue along that melody. But this comes into problems if you're trying to translate songs, and you've already got a melody, and you've already got a sense of what the word meaning you want is. If you are, for example -- and this has happened -- a Christian missionary going to China translating the meanings, the lyrics to hymns --"
79,181,Lauren,Hymns that have existing melodies already that you probably don't wanna change.
79,182,Gretchen,"Nope, that you probably don't wanna change, and you have a general vibe to the words already that you're not super keen on changing either, you can end up with really funny things because if the tone mismatches, people interpret the words as something different. The example that I have is a hymn that was intending to say, 'I am the sheep of the lord,' turned into something that sounded like, 'I am a pig's face.'"
79,183,Lauren,Not quite the same vibe.
79,184,Gretchen,"No. Because apparently 'lord' and 'pig' are the same syllables, the same consonant-vowel combination, but with different tones on them. So, this is a confusion that comes up maybe kind of a lot."
79,185,Lauren,A very good lesson for those working with tone languages doing translation.
79,186,Gretchen,Make sure to do cultural consultation if you wanna translate song lyrics.
79,187,Lauren,"Throughout this whole episode, we've been talking about high and low tone and giving examples and mapping that onto ways of talking about sound that we're used to from music and from melody, but it's worth just saying very briefly that this is a cultural metaphor that we have when we're talking about sounds."
79,188,Gretchen,"Oh, yeah, I guess it is."
79,189,Lauren,Going back to our interview with Professor Suzy Styles about how we think about physically abstract things like sounds in terms of spatial realities and using highness and lowness as a metaphor. It's not the only metaphor.
79,190,Gretchen,What other metaphors do different cultures use?
79,191,Lauren,There's a metaphor in Farsi for pitch where you have 'thin' or 'thick.'
79,192,Gretchen,Can I guess which one's thin and which one's thick to see if it maps cross-culturally?
79,193,Lauren,Have a go.
79,194,Gretchen,All right. I'm gonna say that high notes are 'thin' notes and low notes are 'thick' notes?
79,195,Lauren,Yeah.
79,196,Gretchen,Excellent.
79,197,Lauren,"But 'thin' and 'thick' is their default way of talking about it. There're probably plenty of other metaphors cross-culturally. In fact, when I was learning to listen to tone in Syuba, I would talk to people about 'high' and 'low.' But one day we got ourselves into terrible confusion when I was working with one person because we were both using 'high' and 'low,' but I was using it in terms of musical pitch, and he was using it in terms of social status where what I thought of as 'high' and 'small' and 'thin,' he was thinking of 'small and thin and therefore socially inferior compared to someone who was big and round and rich.'"
79,198,Gretchen,Sitting up on a big chair.
79,199,Lauren,"Yes. So, low tone was very solid and social status and had authority, and we were using opposite high-low metaphors. I was using a spatial one; he was using a social status one. We ended up coming up with an agreement where we would just talk about whether it was the 'rice' tone or the 'stone' tone."
79,200,Gretchen,Perhaps something that doesn't necessarily translate cross-culturally as much but definitely a practical solution at the time.
79,201,Lauren,Side-stepping any cultural metaphors that either of us were using.
79,202,Gretchen,That's great.
79,203,Lauren,"I like it because it explains this confusion that we both talked about earlier on about whether one was a high tone or a low tone. It depends on whether you're thinking of one as solitary and small, tiny unit, and therefore high, or if you're thinking about it as big and grand."
79,204,Gretchen,Sort of the baseline that other things build up from or something like that.
79,205,Lauren,Yeah.
79,206,Gretchen,"Going back to our metaphor of playing the same melody on a small instrument, like a piccolo, or a large instrument like an oboe, maybe we could also talk about 'small' tone versus 'large' tone. We could even see how many possible different tone metaphors we can come up with."
79,207,Lauren,I think there's still a lot that we can learn across different languages for how they think and talk about tone and intonation.
79,208,Gretchen,We could try to make a list of how many different possible tone and intonation metaphors we can come up with. [Music]
79,209,Gretchen,"For more Lingthusiasm and links to all the things mentioned in this episode, go to lingthusiasm.com. You can listen to us on Apple Podcasts, Google Podcasts, Spotify, SoundCloud, YouTube, or wherever else you get your podcasts. You can follow @lingthusiasm on Twitter, Facebook, Instagram, and Tumblr. You can appreciate my list intonation right here. You can get fancy, aesthetic IPA charts, 'Not Judging Your Grammar' stickers, and other Lingthusiasm merch at lingthusiasm.com/merch. I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet."
79,210,Lauren,"I tweet and blog as Superlinguo. Have you listened to all the Lingthusiasm episodes, and you wish there were more? You can get access to an extra Lingthusiasm episode to listen to every month plus our entire archive of bonus episodes to listen to right now at patreon.com/lingthusiasm or follow the links from our website. Have you gotten really into linguistics, and you wish you had more people to talk with about it? Patrons can also get access to our Discord chatroom to talk with other linguistics fans. Plus, all patrons help keep the show ad-free. Recent bonus topics include a language and gender Q&A with Dr. Kirby Conrod and the way science fiction depicts various futures for the English language. Can't afford to pledge? That's okay, too. We also really appreciate it if you can recommend Lingthusiasm to anyone in your life who's curious about language."
79,211,Gretchen,"Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our Senior Producer is Claire Gawne, our Editorial Producer is Sarah Dopierala, our Production Assistant is Martha Tsutsui-Billins. Our music is 'Ancient City' by The Triangles."
79,212,Lauren,Stay lingthusiastic! [Music]
80,1,Gretchen,"Welcome to Lingthusiasm, a podcast that's enthusiastic about linguistics! I'm Gretchen McCulloch."
80,2,Lauren,"I'm Lauren Gawne. Today, we're getting enthusiastic about word magic. But first, people often ask us to recommend books about linguistics that don't assume prior knowledge of linguistics, so we've come up with a list of 12 books plus a few bonuses, including both nonfiction as well as some fiction books with some linguistically interesting elements."
80,3,Gretchen,"Social media's in an interesting state of flux these days, which, as someone who studies online interaction, I find very interesting. However, not unrelated to that, we like to encourage people to sign up for emails from us in case everything else just melts down."
80,4,Lauren,You can get this list of 12 of our favourite linguistics books by signing up for our free email list by following the link in the show notes or going to lingthusiasm.com.
80,5,Gretchen,"Our email subscribers also regularly get an email once a month when there's a new episode of Lingthusiasm. This month you will see a link to our linguistics books list if you're an existing subscriber. Otherwise, you will get the books list in the confirmation email after you sign up at any time even if you're listening to this way in the future. Technology is very useful for things like this."
80,6,Lauren,"Our most recent bonus episode was the 2022 listener survey results. If you'd like to know whether being aware of the kiki-bouba meme affects how people respond to the blobby shape and the pointy shape, as well as other results from our survey, you can go to patreon.com/lingthusiasm. [Music]"
80,7,Gretchen,"Speaking of books, I've read some linguistically interesting books lately!"
80,8,Lauren,We realised that a common thread between some of the books we've been reading was this link of magic.
80,9,Gretchen,"Specifically, I love the way that books about magic are also often really linguistically interesting because saying the word and casting the magic spell are so intertwined when it comes to our conception of how magic works. Actually, 'magic spell' and 'spelling a word' -- etymologically, I've just look this up, and these have a common root."
80,10,Lauren,"I have never thought about it, but that is, I guess, not surprising because spells are words."
80,11,Gretchen,"Yeah, they're both from Middle English 'spel,' from Old English 'spell,' which is a story, a saying, a tale, a history, a narrative, and related to other Germanic languages. By around the 1500s, there's this magical link as well. Interestingly, and this is why it always pays to look up your etymologies, neither of them is related to 'spell' as in 'to work for a spell' or 'to rest for a spell.' That is a totally different 'spell.'"
80,12,Lauren,"Okay. This is why it's good to check because I would've just assumed they were related. I am delighted that the writing-down-words 'spell,' the language is older than the magic."
80,13,Gretchen,"Well, reading and writing is also a kind of magic. It's a way of preserving words as they're written down."
80,14,Lauren,I also seem to remember that 'grammar' and 'glamour' are related etymologically as well.
80,15,Gretchen,"That is true. 'Glamour' comes through Scottish. I first encountered this in another book, Susan Cooper's The Dark is Rising where you have this magical 'Book of Gramarye,' which you read and learn about all of these interesting things, some of which is where the stars are, which is this very rooted kind of magic, and some of which is how to make things blow up or go on fire or these other types of magical things."
80,16,Lauren,Definitely a very interesting grammar book. Maybe slightly different to the grammar books that we read in the non-magical world.
80,17,Gretchen,It does give me an over-inflated idea of what my copy of the Cambridge Grammar of the English Language is gonna teach me how to do.
80,18,Lauren,"But this relationship between language and spell casting and magic and fantasy means that it's not that surprising that, as well as a link between language and magic and spells in the three books that we're looking at today, there's also a link of educational settings -- people at school or university learning how to do magic through language."
80,19,Gretchen,"The first book that we wanna talk about is Babel by R. F. Kuang, which is this really interesting book that's set in a fantasy Oxford setting where the characters are going to school, learning how to do this type of magic. The magic there is embedded on silver bars. The premise is, is that on either side of the silver bar, you engrave a word, and those two words are in different languages. They mean something very, very, very similar but not identical. It's the slight difference in the meaning, the impossibility of translation -- this book has so much translation theory that's just very cool."
80,20,Lauren,"There're parts of this book where the professor is teaching them translation theory, and I'm like, 'This is a lecture that I would have sat through,' maybe with slightly less 18th-19th Century, like, professor, but actually not that different."
80,21,Gretchen,"This idea that true translation is always gonna be a tiny bit different means that when you have two words on either side of the silver bar, the tension between the meanings and the little bit of meaning that escapes translation is the part that creates the magic, which is such a cool idea."
80,22,Lauren,I like that R. F. Kuang really takes the time to tease out what those translational differences are.
80,23,Gretchen,"The first example in the book is a bar that has on one side 'triacle,' which is from French but I think got borrowed into Old English, and on the other side, the Modern English word 'treacle,' which is not as familiar to North Americans, but it's a sort of a molasses-like thing that's very common in British fantasy novels and also real-life Brits."
80,24,Lauren,I always think of it as an ingredient in a baked sweet pudding.
80,25,Gretchen,"I dunno if I have the baked sweet pudding category of item, but I think of a treacle tart. But the meaning of 'triacle' in French is an antidote for a poison or venom, or a medicine for drawing out or neutralising a poison. In English, of course, it's just like, 'Here's this nice, sweet syrup,' and the antidote is also supposed to be quite sweet, I guess, but it's the tension between these meanings where one of them means 'antidote' and the other one doesn't that makes this bar able to neutralise poisons or infections. Of course, thinking of examples like this and the possibility of translation made me think, 'What would I do if I was trying to come up with a bar that had an interesting translation pair on it?' Do you have one that you'd do, Lauren?"
80,26,Lauren,"I have been thinking about this ever since I read Babel, and I think, to throw back to our scales and implicature episode, that I would have a silver bar that had the English word 'hot' and the Nepali word 'tato' because Nepali has two different words for 'hot,' and one is specifically for hot liquids or beverages. So, outside when it's warm, it's 'garmi,' but when my tea is hot, it's 'tato.' Hopefully, having the silver bar means that my tea will never cool down when I put it down and forget about it for 30 minutes."
80,27,Gretchen,"I mean, all of these connections seem very obvious when they were in the pages of the book, but this makes me wonder if the difference between the Nepali word and the English word is that it applies to a liquid specifically. Maybe it would make things into liquids? I feel like I'd like to test this magical system out a little bit empirically."
80,28,Lauren,I do remember there were some very funny situations -- or highly dangerous situations -- where an attempted friction in the translation has led to not quite the intended consequences.
80,29,Gretchen,"From a linguistic world building perspective, something else that's very important in Babel is that the characters need to have deep knowledge of the language in order to have the feeling of this translation tension that's held in their minds which makes the magic work."
80,30,Lauren,"So, I couldn't get away with using or creating that 'treacle/triacle' combination because I'm not a French speaker."
80,31,Gretchen,"I speak French relatively well, but I've just read the definition of 'triacle' in a dictionary and been like, 'Oh, okay, that makes sense,' but I don't actually know that intimately through my own experience, so I wouldn't be able to hold that in mind."
80,32,Lauren,"There's a really, I think, quite distressing plot point -- and I should say, this book's subtitle is 'Babe"
80,33,Lauren,"Or the Necessity of Violence,' so it does give you a sense that this is quite a dark and heavy book about the realities of colonisation and the British Empire. There is one character who, to me, is a really tragic figure who's taken away from one of the languages he speaks very early on in his life. He still speaks it, but he doesn't speak it really in a way that he feels really confident and immersed in that knowledge. That affects his ability to do this translation magic."
80,34,Gretchen,"The whole theme of the book itself is, okay, well, these English-speaking magicians have mined through French and Latin and some of the more readily available languages to them and come up with most of the spells that are possible from those. They've gone out searching through the rest of empire to basically plunder children who speak other languages and say, 'Hey, you, you can come up with some cool magic based on Chinese' or based on another language that we don't have access to. This, you know, has some predictably complicated, violent consequences."
80,35,Lauren,"This need to have deep knowledge of and really lived the words that you're using in doing your magic reminds me of Carry On by Rainbow Rowell, which has a slightly different magic system and is part of a set of three books: Carry On, Wayward Son, and Any Way the Wind Blows."
80,36,Gretchen,"In these, all the magic is in English, but there's still this connection to having the deep, intimate knowledge of the language and, particularly, the language as it exists in community. Some of the phrases that are used as magical phrases are things like, 'Out, out damned spot,' which can clean things, or 'Into thin air,' which can make something disappear, or 'Some like it hot,' which can melt something. At one point, the headmaster in the book explains that the magical students need to keep living in regular society because the idioms that these spells are formed of lose their power if people stop knowing what they mean."
80,37,Lauren,You have to be really up with your pop culture references and your pithy one-liners to be able to do magic in this world.
80,38,Gretchen,"You can get new spells out of a new pop culture reference that people start recognising or a new song lyric, things like 'Carry on' and 'Any way the wind blows' are from the Queen song 'Bohemian Rhapsody,' and this can create new phrases that can accomplish magic based on other people being able to recognise them. That's language as embodied in a whole community of people not just in the mind of one person, which is the different vision for where language is."
80,39,Lauren,I like to think that the reason that people love to crack out 'Bohemian Rhapsody' at the end of a night of karaoke is because the magical witches and wizards of this world have created this as a thing we do to keep 'Bohemian Rhapsody' alive so that they can still keep making spells like 'Carry on' or 'Any way the wind blows.'
80,40,Gretchen,"Head canon accepted. I buy this. But I think there is a certain magic to everyone knowing the words to a song because you have this connection with people that you might not otherwise know very well that, like, here's this thing that you can all participate in."
80,41,Lauren,"In some ways, memes really do feel like magic, whether it's a spoken meme like a phrase or a picture meme. When you get it and someone else gets it, it just feels really satisfying."
80,42,Gretchen,"Yeah. Rather than magic coming from this point of tension between two meanings, it's also magic coming from this point of connection of someone else knowing what something means. That's very different to the third book or series that's on our list, which is A Deadly Education and its sequels in the Scholomance series: The Last Graduate and the Golden Enclaves, by Naomi Novik."
80,43,Lauren,'School' here is a little less stay-in-the-real-world than Rainbow Rowell's Carry On books in that the school is automated. There are no teachers. The students are just trapped in this magic school that has some Hunger Games vibes sometimes.
80,44,Gretchen,"The premise of this series is that the world is very dangerous. There are terrifying magical creatures all over the world, and they especially go after young, magical humans between the ages of I think it's around 11 and 17, sort of teenagers."
80,45,Lauren,"'Mmm, magically tasty.'"
80,46,Gretchen,"'Mmm, yummy, yummy, young magical humans.' For their own protection, they're put behind the walls of this school, and yet, occasionally, magical beings will still get into the school and try to attack the students. Hopefully, the students will manage to defend themselves against these beasts but, you know, who knows. It's sort of terrifying. The school themself -- or the school 'itself,' I dunno --"
80,47,Lauren,The school definitely has a personality.
80,48,Gretchen,"The school itself is trying to teach them by recommending books and throwing books at them and doing other types of -- they do a language lab thing where they have recorders, and they put headphones on, and they try to learn bits of languages so they can understand these spell books which are in all sorts of languages."
80,49,Lauren,"You have to be careful because as soon as you start looking at a French book or maybe glance at a French poem, the school will be like, 'You are gonna learn French.' It may just serve you French classes for a semester."
80,50,Gretchen,"More dangerously, it may just send you spell books in French, and you're like, 'Uh, oh, excuse me, I've really just read one verb, and you now think I can just do spells in French. I can't even say these words yet.'"
80,51,Lauren,It's definitely very dangerous for those of us who have a habit of browsing the grammars of different languages for fun.
80,52,Gretchen,"Oh, no. Yeah, I saw this, and I was like, 'This would be very dangerous for me personally.' But the fun thing from a linguistic perspective is that it's also not just constrained to contemporary languages. Our point of view character, whose name is 'El Higgins' -- 'El' short for 'Galadriel' -- is learning Old English and even wanders into the shelves of Proto-Indo-European spells, which definitely made me perk up linguistically."
80,53,Lauren,"I got very excited about this because there was no world in which a shelf of Proto-Indo-European books exists because this is a language that is the common ancestor language of most of the languages of Europe all the way through to Southeast Asia. Nepali is also part of this family. Proto-Indo-European was spoken thousands of years ago by a nomadic group. We have somewhat pieced it together through our best guesses going backwards through time, but there are no records of Proto-Indo-European."
80,54,Gretchen,"We've pieced together a couple hundred words, out of which you can construct a paragraph or two as long as you wanna talk about sheep. It's not something where we have a lot of knowledge to be able to write entire books but, you know, if this magical school has existed for thousands and thousands of years, then maybe it does have some books that are in this language that we don't know actually know anything about."
80,55,Lauren,"Unfortunately, El just wanders straight past that shelf, and we never find out."
80,56,Gretchen,"Sigh. But there's also something that's very different about the conception of language from this book -- and it's part of the themes of the book -- which is the idea of language as trap or language as sufficiency where you don't need to know the language in any great degree of fluency as long as you can perform the literal bits of the spell itself and put enough effort into doing so, that's what's gonna create the magical effect, which is, again, a third conception of how language is."
80,57,Lauren,"I had a real throwback to a high school Italian poetry recital competition that my school made us do where most of the students had no idea what they were reciting, but some of them could recite it very impressively."
80,58,Gretchen,"You see this with singers sometimes, too. Like, opera singers will sometimes learn a song in a particular language they don't necessarily speak and just learn, okay, here's how to pronounce it, and here's the general vibe of this is a love song, or this is tragic, or this is angry, and I'm just gonna perform this very beautifully but not necessarily have any ability to carry on a conversation or even say, 'Hello/Goodbye,' in that language."
80,59,Lauren,I feel like having a knowledge of the International Phonetic Alphabet could potentially give you an edge in the Scholomance school world.
80,60,Gretchen,"Something that I find really interesting when considering all three of these series, all three of these worlds as a whole, is that each of them has to have a theory of what it means to know a language in order for their system of magic, what it means to cast a spell, to work."
80,61,Lauren,"In all three of these series, there're times where spells do not work in ways that are catastrophic for our heroes."
80,62,Gretchen,"And having those constraints and limitations on what language can do and what magic can do is also part of what makes the plots interesting. I guess it's also funny to me that given that 'spell' and 'spell' -- you know, 'spell' as in writing and 'spell' as in magic -- have the same root that writing down the words in none of these cases is the power. It's speaking it out loud that's the thing that ignites them working."
80,63,Lauren,This makes me very pleased because there're so many languages in our world that don't have a writing system whether that's because they're one of the many languages that just have an oral tradition or signed languages don't have a stable writing system that's generally used by the whole population of signers.
80,64,Gretchen,"Right. But they could still be performed and enacted and presumably made spells of, although we don't see it in any of these particular books what that would actually look like to be able to sign a spell."
80,65,Lauren,There's no reason based on the mechanisms that are used that they couldn't be used to make spells.
80,66,Gretchen,"There are ways of performing and embodying words in real life that also let real words have certain types of magic, at least, or I guess effects on the situation that exists in a world."
80,67,Lauren,"Gretchen, words can change reality."
80,68,Gretchen,"That's not just like, 'Oh, if I describe the beauty of the sky, that makes me notice it more,' although that's true, too, but there's a specific type of phrases or of utterances that saying them changes something about the word. If I say, 'I promise that I will give you $5.00,' the world is now different from before I made that promise."
80,69,Lauren,Yeah. Because I'm gonna get $5.00.
80,70,Gretchen,You're welcome.
80,71,Lauren,"I think the canonical example that gets rolled out when we talk about performatives a lot is if you go to a wedding -- and this is one of my favourite reasons to go to a wedding -- is that moment where the two people are asked, 'Do you take this person to be your lawfully wedded wife,' they will say, 'I do.' You have to say that. It is a legal part of a Western marriage ceremony. Different marriage traditions have different traditions, but in a Western marriage ceremony, you have to say, 'I do,' to make that legally binding."
80,72,Gretchen,In front of witnesses.
80,73,Lauren,In front of witnesses.
80,74,Gretchen,"And you sign some sort of marriage contract afterwards, which is the written part of that performance, but it's the saying it out loud in front of witnesses that also makes that thing the case."
80,75,Lauren,"It's the person officiating the ceremony that says, 'I declare you wife and wife,' or 'I declare you husband and wife,' that makes the ceremony entirely legally bond. And again, they have to say these very specific words in a very specific way depending on the legal jurisdiction in which you're getting married."
80,76,Gretchen,"This gets us to something which is part of the saying the words. It's not enough for you to just say on the podcast like, 'I declare these two people wife and wife' because you are not currently officiating a wedding. The power is not granted to you. You don't have two people standing in front of you saying, 'I do.' That's not a power that you have right now even though you can say the little phrase. Or if you're in a movie of a wedding, you have not necessarily legally married the two people who are getting married in the movie."
80,77,Lauren,"Oops, those two actors are now accidentally married irl because they got married in a movie."
80,78,Gretchen,"I feel like this has maybe happened at some point. Part of the saying a particular phrase is also saying that phrase in particular contexts or under a particular set of conditions, which makes it possible for that to happen."
80,79,Lauren,"There's a technical term for this that doesn't require you to remember it for this to work, but I think it's just worth talking about. These conditions are known as 'felicity conditions.' I just think this is a very excellent drag name. If you're looking for a drag name, can I recommend 'Felicity Conditions.'"
80,80,Gretchen,"New, good linguistics drag name. I think it's certainly better than 'Grammaticality Judgement,' which doesn't quite have the same ring to it."
80,81,Lauren,I just imagine Felicity Conditions walking around looking fabulous trying to get everyone married.
80,82,Gretchen,Other types of things that you can say that have an effect on the world are things like naming things. 'I name this ship the Queen Elizabeth.'
80,83,Lauren,"I can't. I have tried to. I have tried to walk up to so many ships with so many bottles of champaign, and the felicity conditions are never met because I do not have this power."
80,84,Gretchen,But you do have the power to name two children.
80,85,Lauren,"Yes, I have named children. You don't always have to say out loud. We did have to sign some paperwork. Writing has taken over from speaking in some legal domains."
80,86,Gretchen,"But if you name a pet, still, that's something that's just sort of your say so that's generally not -- you know, you go to the vet, and they say, 'What's the name of this pet?', and you just say like, 'Max' or 'Fido' or something."
80,87,Lauren,'Felicity Conditions.'
80,88,Gretchen,"'My cat, Felicity Conditions.'"
80,89,Lauren,'It's Felix the cat -- short for 'Felicity Conditions.''
80,90,Gretchen,"[Laughs] Oh my god. And nicknames are an example where the nickname exists because people use it. It's not anywhere on a written document, but you can say, 'This is what I wanna be called.' Many online names are names because people just call you that. It's you saying, 'This is my name,' and other people saying, 'Yeah, we'll call you that,' that makes the name exist more so than the paperwork."
80,91,Lauren,"Bets are also a form of performative language. Any time you make a wager and say, 'I bet that.'"
80,92,Gretchen,I am going to bet you that someone will actually name their cat 'Felicity Conditions' and tell us about it as a result of this episode.
80,93,Lauren,"Okay. And if they don't, that is how I'm gonna get my $5.00 out of you."
80,94,Gretchen,"If they do, then you have to buy me ice cream. If they don't, then I buy you ice cream."
80,95,Lauren,"Okay. It seems like we all win in this situation. We've now created a condition in the world that did not exist before this conversation, which is that we have an ice cream-based bet between us."
80,96,Gretchen,"It is up to you, the listeners, as to who has to buy who ice cream."
80,97,Lauren,"In this situation, the conditions are that both of us have the authority to speak for ourselves. Both of us have the authority to purchase ice cream should be bet be completed satisfactorily. We've met the conditions for this to be a proper performative interaction. We've changed the world."
80,98,Gretchen,"If only we knew it was so easy to change the world. These types of statements that change the world are known as 'performative utterances.' They were first described by a linguist, a philosopher, named J. L. Austin in 1962. Some of the examples are also a little bit 1962. One of them is 'I bet you sixpence it will rain tomorrow.' You're like, 'Oh, sixpence, all right.'"
80,99,Lauren,I don't think we can meet that because I don't think I have access to sixpence.
80,100,Gretchen,"I don't know if sixpences exist anymore because when British currency underwent decimalisation, now they have six new pennies, but it's not a sixpence coin."
80,101,Lauren,"I could probably find a sixpence coin, but it wouldn't mean a lot to transact that bet."
80,102,Gretchen,"You could buy it on eBay or something, but yeah, it wouldn't necessarily have that effect on the world."
80,103,Lauren,"'I give and bequeath my watch to my brother,' as though watches are the kind of things that are very important to keep in a will and testament."
80,104,Gretchen,"Another fun example of these types of performative utterances -- voting. You can say, 'I vote for so-and-so,' 'I vote for Felicity Conditions as the winner of this drag race.' Before the secret ballot was invented, you actually voted by going up to somebody who was recording the votes and saying, 'Here's who I vote for,' and declaring it."
80,105,Lauren,"Hmm. Again, this interesting transition between a spoken performative utterance and moving to performing your intention through writing."
80,106,Gretchen,"Another really fun -- well, another less-fun type of performative utterance is 'declare war.'"
80,107,Lauren,"Yes, less fun."
80,108,Gretchen,"But it's still a type of performative. One country has to officially declare themselves to be in a state of war. It's not enough to merely do some fighting. There's a legal state that countries are in when they say, 'This is officially war.'"
80,109,Lauren,"In terms of felicity conditions, there are a whole set of international regulations and conditions and contexts around how one does that. Since I'm not the leader of a nation state, that is not available to me, which is fine. I have no intention of declaring war on anyone."
80,110,Gretchen,"I cannot simply declare war on Australia. That's not how any of this works, thank goodness."
80,111,Lauren,"No, thankfully."
80,112,Gretchen,"In more innocuous kinds, you can say, 'I would like to announce that this episode of Lingthusiasm is about performatives,' or 'I hereby demonstrate a performative utterance.'"
80,113,Lauren,That is nice. I also like that you've used the word 'hereby' because in English that's a pretty good little test for whether something is a performative or not.
80,114,Gretchen,"Right. If you can put 'hereby' into the sentence, you know, 'I hereby promise,' or 'I hereby name,' 'I hereby vote for so-and-so.'"
80,115,Lauren,'I hereby bet you.'
80,116,Gretchen,Right. Then it's a type of performance because you're doing it by saying it.
80,117,Lauren,"Another context in which performatives and performativity is often discussed is around how people do gender, which is not necessarily just language."
80,118,Gretchen,"This comes from Judith butler's book Gender Trouble. They were actually inspired by the linguistics concept of performativity. It's not just a stage or theatrical performance, but it's because Butler had read Austin and was like, 'Yeah, actually, gender is something that you do and that you make more gendered by continuing to do.'"
80,119,Lauren,"In some ways, every time a person reinforces a way of doing gender by doing something within that culture with gender, you are continuing to shape reality as well. That's also part of how it's inspired by performative utterances."
80,120,Gretchen,"If you give someone a complement for being beautiful, and that person is a woman, then you are reassociating that link between 'beautiful' as a gendered type of compliment. If you are complimenting someone who's a woman, and you're seeing them as a man, then that's performing gender in a slightly different way of saying, 'I wanna try to delink these things.'"
80,121,Lauren,"Every time you choose pink for a girl and blue for a boy, you're continuing this Western focus on these colours being representative of these genders for babies even though these are relatively new ways of doing that. Those colours were flipped only a century or two ago."
80,122,Gretchen,"It's interesting to see how gender is something that we receive from other peoples' performances, but it's also something we participate in and keep reinforcing by ourselves doing it, and so it's performed."
